Gene	Symbol
SELE	SELE
METTL18	METTL18
SCYL3	SCYL3
KIFAP3	KIFAP3
METTL11B	NTMT2
LINC01681	LINC01681
LINC01142	LINC01142
GORAB-AS1	GORAB-AS1
GORAB	GORAB
PRRX1	PRRX1
MROH9	MROH9
FMO3	FMO3
FMO2	FMO2
FMO1	FMO1
FMO4	FMO4
PRRC2C	PRRC2C
MYOCOS	MYOCOS
MYOC	MYOC
VAMP4	VAMP4
EEF1AKNMT	METTL13
DNM3	DNM3
DNM3-IT1	DNM3-IT1
DNM3OS	DNM3OS
PIGC	PIGC
C1orf105	C1orf105
SUCO	SUCO
FASLG	FASLG
TNFSF18	TNFSF18
TNFSF4	TNFSF4
PRDX6	PRDX6
SLC9C2	SLC9C2
ANKRD45	ANKRD45
TEX50	TEX50
KLHL20	KLHL20
CENPL	CENPL
DARS2	DARS2
GAS5	GAS5
GAS5-AS1	GAS5-AS1
ZBTB37	ZBTB37
SERPINC1	SERPINC1
RC3H1	RC3H1
RC3H1-IT1	RC3H1-IT1
LINC02776	RC3H1-DT
RABGAP1L-DT	RABGAP1L-DT
RABGAP1L	RABGAP1L
GPR52	GPR52
RABGAP1L-IT1	RABGAP1L-IT1
CACYBP	CACYBP
MRPS14	MRPS14
TNN	TNN
KIAA0040	KIAA0040
TNR	TNR
TNR-IT1	TNR-IT1
LINC01657	LINC01657
LINC02803	LINC02803
COP1	COP1
PAPPA2	PAPPA2
ASTN1	ASTN1
BRINP2	BRINP2
LINC01645	LINC01645
LINC01741	LINC01741
SEC16B	SEC16B
RASAL2-AS1	RASAL2-AS1
RASAL2	RASAL2
CLEC20A	CLEC20A
TEX35	TEX35
C1orf220	C1orf220
RALGPS2	RALGPS2
ANGPTL1	ANGPTL1
FAM20B	FAM20B
TOR3A	TOR3A
ABL2	ABL2
SOAT1	SOAT1
AXDND1	AXDND1
NPHS2	NPHS2
TDRD5	TDRD5
FAM163A	FAM163A
LINC02818	LINC02818
TOR1AIP2	TOR1AIP2
TOR1AIP1	TOR1AIP1
CEP350	CEP350
QSOX1	QSOX1
LHX4	LHX4
ACBD6	ACBD6
OVAAL	OVAAL
XPR1	XPR1
LINC02816	LINC02816
KIAA1614	KIAA1614
KIAA1614-AS1	KIAA1614-AS1
STX6	STX6
MR1	MR1
IER5	IER5
LINC01732	LINC01732
LINC01699	LINC01699
CACNA1E	CACNA1E
ZNF648	ZNF648
LINC01344	LINC01344
GLUL	GLUL
TEDDM1	TEDDM1
LINC00272	LINC00272
RGSL1	RGSL1
RNASEL	RNASEL
RGS16	RGS16
LINC01686	LINC01686
RGS8	RGS8
LINC01688	LINC01688
NPL	NPL
DHX9	DHX9
SHCBP1L	SHCBP1L
LAMC1	LAMC1
LAMC1-AS1	LAMC1-AS1
LAMC2	LAMC2
NMNAT2	NMNAT2
SMG7-AS1	SMG7-AS1
SMG7	SMG7
NCF2	NCF2
ARPC5	ARPC5
RGL1	RGL1
APOBEC4	APOBEC4
COLGALT2	COLGALT2
TSEN15	TSEN15
C1orf21	C1orf21
EDEM3	EDEM3
NIBAN1	NIBAN1
LINC01633	LINC01633
RNF2	RNF2
TRMT1L	TRMT1L
SWT1	SWT1
IVNS1ABP	IVNS1ABP
LINC01350	LINC01350
HMCN1	HMCN1
PRG4	PRG4
TPR	TPR
ODR4	ODR4
OCLM	OCLM
PDC	PDC
PTGS2	PTGS2
PACERR	PACERR
PLA2G4A	PLA2G4A
ERVMER61-1	ERVMER61-1
LINC01035	LINC01035
LINC01701	LINC01701
BRINP3	BRINP3
LINC01351	BRINP3-DT
LINC01720	LINC01720
LINC01680	LINC01680
LINC02770	LINC02770
RGS18	RGS18
RGS21	RGS21
RGS1	RGS1
RGS13	RGS13
RGS2	RGS2
UCHL5	UCHL5
RO60	RO60
GLRX2	GLRX2
CDC73	CDC73
B3GALT2	B3GALT2
LINC01031	LINC01031
LINC01724	LINC01724
KCNT2	KCNT2
CFH	CFH
CFHR3	CFHR3
CFHR1	CFHR1
CFHR4	CFHR4
CFHR2	CFHR2
CFHR5	CFHR5
F13B	F13B
ASPM	ASPM
ZBTB41	ZBTB41
CRB1	CRB1
DENND1B	DENND1B
C1orf53	C1orf53
LHX9	LHX9
NEK7	NEK7
ATP6V1G3	ATP6V1G3
PTPRC	PTPRC
MIR181A1HG	MIR181A1HG
LINC01222	LINC01222
LINC01221	LINC01221
LINC02789	LINC02789
NR5A2	NR5A2
LINC00862	LINC00862
ZNF281	ZNF281
KIF14	KIF14
DDX59	DDX59
DDX59-AS1	DDX59-AS1
CSRP1	CSRP1
UTP25	UTP25
SYT14	SYT14
SERTAD4-AS1	SERTAD4-AS1
SERTAD4	SERTAD4
HHAT	HHAT
KCNH1	KCNH1
KCNH1-IT1	KCNH1-IT1
RCOR3	RCOR3
TRAF5	TRAF5
LINC00467	LINC00467
RD3	RD3
SLC30A1	SLC30A1
LINC01693	NTRAS
NEK2	NEK2
LPGAT1	LPGAT1
LPGAT1-AS1	LPGAT1-AS1
INTS7	INTS7
DTL	DTL
LINC02608	LINC02608
PPP2R5A	PPP2R5A
PACC1	PACC1
NENF	NENF
LINC02771	LINC02771
LINC01740	LINC01740
ATF3	ATF3
FAM71A	GARIN4
LINC02773	LINC02773
BATF3	BATF3
NSL1	NSL1
TATDN3	TATDN3
SPATA45	SPATA45
FLVCR1-DT	FLVCR1-DT
FLVCR1	FLVCR1
VASH2	VASH2
ANGEL2	ANGEL2
RPS6KC1	RPS6KC1
PROX1-AS1	PROX1-AS1
LINC00538	LINC00538
PROX1	PROX1
LINC02775	LINC02775
SMYD2	SMYD2
PTPN14	PTPN14
CENPF	CENPF
KCNK2	KCNK2
KCTD3	KCTD3
USH2A	USH2A
ESRRG	ESRRG
GPATCH2	GPATCH2
SPATA17	SPATA17
SPATA17-AS1	SPATA17-AS1
LINC00210	LINC00210
LINC01653	LINC01653
RRP15	RRP15
TGFB2-AS1	TGFB2-AS1
TGFB2	TGFB2
TGFB2-OT1	TGFB2-OT1
C1orf143	LINC02869
LINC01710	LINC01710
LYPLAL1-DT	LYPLAL1-DT
LYPLAL1	LYPLAL1
LYPLAL1-AS1	LYPLAL1-AS1
ZC3H11B	ZC3H11B
SLC30A10	SLC30A10
EPRS	EPRS1
BPNT1	BPNT1
IARS2	IARS2
RAB3GAP2	RAB3GAP2
LINC02779	LINC02779
MARK1	MARK1
C1orf115	C1orf115
MARC2	MTARC2
MARC1	MTARC1
RNU6ATAC35P	RNU6ATAC35P
LINC01352	LINC01352
HLX-AS1	HLX-AS1
HLX	HLX
LINC02817	LINC02817
DUSP10	DUSP10
LINC01655	LINC01705
LINC02257	LINC01705
LINC02474	LINC02474
LINC01705	LINC01705
HHIPL2	HHIPL2
TAF1A	TAF1A
TAF1A-AS1	TAF1A-AS1
MIA3	MIA3
AIDA	AIDA
BROX	BROX
FAM177B	FAM177B
DISP1	DISP1
TLR5	TLR5
SUSD4	SUSD4
CCDC185	CCDC185
CAPN8	CAPN8
CAPN2	CAPN2
TP53BP2	TP53BP2
FBXO28	FBXO28
DEGS1	DEGS1
NVL	NVL
CNIH4	CNIH4
WDR26	WDR26
CNIH3	CNIH3
LINC02813	LINC02813
DNAH14	DNAH14
LBR	LBR
LINC02765	LINC02765
ENAH	ENAH
SRP9	SRP9
EPHX1	EPHX1
TMEM63A	TMEM63A
LEFTY1	LEFTY1
PYCR2	PYCR2
LEFTY2	LEFTY2
SDE2	SDE2
H3F3A	H3-3A
LINC01703	LINC01703
ACBD3	ACBD3
ACBD3-AS1	ACBD3-AS1
MIXL1	MIXL1
LIN9	LIN9
PARP1	PARP1
STUM	STUM
ITPKB	ITPKB
ITPKB-IT1	ITPKB-IT1
ITPKB-AS1	ITPKB-AS1
PSEN2	PSEN2
COQ8A	COQ8A
CDC42BPA	CDC42BPA
LINC01641	LINC01641
ZNF678	ZNF678
SNAP47	SNAP47
JMJD4	JMJD4
SNAP47-AS1	SNAP47-AS1
PRSS38	PRSS38
WNT9A	WNT9A
WNT3A	WNT3A
LINC02809	LINC02809
ARF1	ARF1
C1orf35	C1orf35
MRPL55	MRPL55
GUK1	GUK1
GJC2	GJC2
IBA57-DT	IBA57-DT
IBA57	IBA57
OBSCN-AS1	OBSCN-AS1
OBSCN	OBSCN
TRIM11	TRIM11
TRIM17	TRIM17
HIST3H3	H3-4
HIST3H2A	H2AC25
HIST3H2BB	H2BC26
RNF187	RNF187
RHOU	RHOU
LINC02815	LINC02814
LINC02814	LINC02814
TMEM78	TMEM78
RAB4A	RAB4A
SPHAR	SPHAR
CCSAP	CCSAP
ACTA1	ACTA1
NUP133	NUP133
ABCB10	ABCB10
TAF5L	TAF5L
URB2	URB2
LINC01682	LINC01682
LINC01736	LINC01736
GALNT2	GALNT2
PGBD5	PGBD5
LINC01737	LINC01737
COG2	COG2
AGT	AGT
CAPN9	CAPN9
C1orf198	C1orf198
TTC13	TTC13
ARV1	ARV1
FAM89A	FAM89A
TRIM67	TRIM67
C1orf131	FSAF1
GNPAT	GNPAT
EXOC8	EXOC8
SPRTN	SPRTN
EGLN1	EGLN1
TSNAX	TSNAX
LINC00582	LINC00582
DISC1	DISC1
DISC1-IT1	DISC1-IT1
SIPA1L2	SIPA1L2
LINC01745	LINC01745
LINC01744	LINC01744
MAP10	MAP10
NTPCR	NTPCR
PCNX2	PCNX2
MAP3K21	MAP3K21
KCNK1	KCNK1
SLC35F3	SLC35F3
MTRNR2L11	MTRNR2L11
OR2T3	OR2T3
OR2T5	OR2T5
OR2G6	OR2G6
OR2T29	OR2T29
OR2T34	OR2T34
OR2T10	OR2T10
OR2T11	OR2T11
OR2T35	OR2T35
OR2T27	OR2T27
OR14I1	OR14I1
LYPD8	LYPD8
SH3BP5L	SH3BP5L
ZNF672	ZNF672
ZNF692	ZNF692
PGBD2	PGBD2
FAM110C	FAM110C
SH3YL1	SH3YL1
ACP1	ACP1
ALKAL2	ALKAL2
LINC01865	LINC01865
LINC01874	LINC01874
LINC01875	LINC01875
TMEM18	TMEM18
AC092159.2	TMEM18-DT
LINC01115	LINC01115
LINC01939	LINC01939
SNTG2-AS1	SNTG2-AS1
SNTG2	SNTG2
TPO	TPO
PXDN	PXDN
MYT1L	MYT1L
MYT1L-AS1	MYT1L-AS1
LINC01250	LINC01250
EIPR1	EIPR1
EIPR1-IT1	EIPR1-IT1
TRAPPC12	TRAPPC12
TRAPPC12-AS1	TRAPPC12-AS1
ADI1	ADI1
RNASEH1	RNASEH1
RNASEH1-AS1	RNASEH1-DT
RPS7	RPS7
COLEC11	COLEC11
ALLC	ALLC
DCDC2C	DCDC2C
LINC01304	LINC01304
LINC01249	LINC01249
LINC01248	LINC01248
SOX11	SOX11
LINC01810	LINC01810
SILC1	SILC1
LINC01247	LINC01247
LINC01824	LINC01824
MIR7515HG	LINC03156
LINC00487	LINC00487
NRIR	NRIR
CMPK2	CMPK2
RSAD2	RSAD2
RNF144A-AS1	GRASLND
RNF144A	RNF144A
AC010904.2	LINC02973
LINC01871	LINC01871
LINC00298	LINC00299
LINC00299	LINC00299
LINC01814	LINC00299
ID2-AS1	ID2-AS1
ID2	ID2
KIDINS220	KIDINS220
MBOAT2	MBOAT2
ASAP2	ASAP2
ITGB1BP1	ITGB1BP1
CPSF3	CPSF3
IAH1	IAH1
ADAM17	ADAM17
YWHAQ	YWHAQ
TAF1B	TAF1B
GRHL1	GRHL1
KLF11	KLF11
CYS1	CYS1
RRM2	RRM2
HPCAL1	HPCAL1
ODC1	ODC1
ODC1-DT	ODC1-DT
NOL10	NOL10
RN7SL832P	RN7SL832P
ATP6V1C2	ATP6V1C2
PDIA6	PDIA6
LINC01954	LINC01954
KCNF1	KCNF1
C2orf50	CIMIP5
SLC66A3	SLC66A3
ROCK2	ROCK2
LINC00570	LINC00570
E2F6	E2F6
GREB1	GREB1
NTSR2	NTSR2
LPIN1	LPIN1
MIR3681HG	MIR3681HG
TRIB2	TRIB2
LINC00276	LINC00276
LRATD1	LRATD1
NBAS	NBAS
DDX1	DDX1
LINC01804	LINC01804
MYCNOS	MYCNOS
MYCNUT	MYCNUT
MYCN	MYCN
GACAT3	GACAT3
FAM49A	CYRIA
LINC01866	LINC01866
RAD51AP2	RAD51AP2
VSNL1	VSNL1
SMC6	SMC6
GEN1	GEN1
MSGN1	MSGN1
KCNS3	KCNS3
RDH14	RDH14
NT5C1B	NT5C1B
LINC01376	LINC01376
OSR1	OSR1
LINC01808	LINC01808
LINC00954	LINC00954
TTC32	TTC32
WDR35	WDR35
MATN3	MATN3
LAPTM4A	LAPTM4A
LAPTM4A-DT	LAPTM4A-DT
SDC1	SDC1
PUM2	PUM2
RHOB	RHOB
HS1BP3	HS1BP3
HS1BP3-IT1	HS1BP3-IT1
GDF7	GDF7
LDAH	LDAH
LINC02850	LINC02850
APOB	APOB
TDRD15	TDRD15
LINC01822	LINC01822
LINC01884	LINC01884
KLHL29	KLHL29
ATAD2B	ATAD2B
UBXN2A	UBXN2A
MFSD2B	MFSD2B
WDCP	WDCP
FKBP1B	FKBP1B
SF3B6	SF3B6
FAM228B	FAM228B
TP53I3	TP53I3
PFN4	PFN4
FAM228A	FAM228A
ITSN2	ITSN2
NCOA1	NCOA1
PTRHD1	PTRHD1
CENPO	CENPO
ADCY3	ADCY3
DNAJC27	DNAJC27
DNAJC27-AS1	DNAJC27-AS1
EFR3B	EFR3B
POMC	POMC
CDKL4	CDKL4
MAP4K3	MAP4K3
MAP4K3-DT	MAP4K3-DT
TMEM178A	TMEM178A
THUMPD2	THUMPD2
SLC8A1-AS1	SLC8A1-AS1
SLC8A1	SLC8A1
LINC01794	LINC01794
LINC01913	LINC01913
LINC01914	LINC01914
C2orf91	LINC02898
PKDCC	PKDCC
EML4	EML4
COX7A2L	COX7A2L
KCNG3	KCNG3
MTA3	MTA3
OXER1	OXER1
HAAO	HAAO
LINC01819	LINC01819
LINC02590	LINC01819
LINC02580	LINC02580
ZFP36L2	ZFP36L2
LINC01126	LINC01126
THADA	THADA
PLEKHH2	PLEKHH2
C1GALT1C1L	C1GALT1C1L
DYNC2LI1	DYNC2LI1
ABCG5	ABCG5
ABCG8	ABCG8
LRPPRC	LRPPRC
PPM1B	PPM1B
SLC3A1	SLC3A1
PREPL	PREPL
CAMKMT	CAMKMT
LINC01833	LINC01833
SIX3-AS1	SIX3-AS1
SIX3	SIX3
SIX2	SIX2
LINC01121	LINC01121
SRBD1	SRBD1
PRKCE	PRKCE
EPAS1	EPAS1
LINC01820	LINC01820
LINC02583	LINC02583
TMEM247	TMEM247
ATP6V1E2	ATP6V1E2
RHOQ	RHOQ
PIGF	PIGF
CRIPT	CRIPT
LINC01118	LINC01118
SOCS5	SOCS5
LINC01119	LINC01119
MCFD2	MCFD2
TTC7A	TTC7A
STPG4	STPG4
CALM2	CALM2
EPCAM-DT	EPCAM-DT
EPCAM	EPCAM
MSH2	MSH2
KCNK12	KCNK12
MSH6	MSH6
FBXO11	FBXO11
FOXN2	FOXN2
PPP1R21	PPP1R21
STON1	STON1
STON1-GTF2A1L	STON1-GTF2A1L
GTF2A1L	GTF2A1L
LHCGR	LHCGR
AC009975.1	MIR548BAHG
FSHR	FSHR
NRXN1	NRXN1
LINC01867	LINC01867
ASB3	ASB3
CHAC2	CHAC2
ERLEC1	ERLEC1
GPR75	GPR75
PSME4	PSME4
ACYP2	ACYP2
TSPYL6	TSPYL6
C2orf73	CIMIP6
SPTBN1	SPTBN1
EML6	EML6
RTN4	RTN4
CLHC1	CLHC1
RPS27A	RPS27A
MTIF2	MTIF2
CCDC88A	CCDC88A
CFAP36	CFAP36
PPP4R3B	PPP4R3B
PNPT1	PNPT1
EFEMP1	EFEMP1
MIR217HG	MIR217HG
LINC01813	LINC01813
CCDC85A	CCDC85A
VRK2	VRK2
FANCL	FANCL
LINC01795	LINC01795
LINC01122	LINC01122
LINC01793	LINC01122
BCL11A	BCL11A
PAPOLG	PAPOLG
LINC01185	REL-DT
REL	REL
PUS10	PUS10
PEX13	PEX13
KIAA1841	SANBR
C2orf74	C2orf74
AC016747.2	C2orf74-AS1
USP34	USP34
AC016727.1	USP34-DT
XPO1	XPO1
FAM161A	FAM161A
CCT4	CCT4
COMMD1	COMMD1
B3GNT2	B3GNT2
TMEM17	TMEM17
EHBP1	EHBP1
OTX1	OTX1
WDPCP	WDPCP
MDH1	MDH1
UGP2	UGP2
VPS54	VPS54
PELI1	PELI1
LINC00309	LINC00309
LGALSL-DT	LGALSL-DT
LGALSL	LGALSL
LINC01805	LINC01805
AFTPH	AFTPH
LINC02579	LINC02579
SERTAD2	SERTAD2
AC007365.1	LINC02579
LINC01800	LINC01800
LINC02245	LINC02245
SLC1A4	SLC1A4
LINC02576	LINC02576
CEP68	CEP68
RAB1A	RAB1A
ACTR2	ACTR2
SPRED2	SPRED2
AC007389.3	LINC03050
LINC01873	LINC01873
MEIS1-AS3	MEIS1-AS3
MEIS1	MEIS1
MEIS1-AS2	MEIS1-AS2
LINC01798	LINC01798
LINC01797	LINC01797
LINC01799	LINC01798
LINC01628	LINC01628
AC007403.1	LINC01628
LINC01828	LINC01828
LINC01829	LINC01829
ETAA1	ETAA1
LINC02831	LINC02831
LINC01812	LINC01812
C1D	C1D
WDR92	DNAAF10
PNO1	PNO1
PPP3R1	PPP3R1
CNRIP1	CNRIP1
PLEK	PLEK
FBXO48	FBXO48
APLF	APLF
PROKR1	PROKR1
ARHGAP25	ARHGAP25
LINC01890	LINC01890
LINC01888	LINC01888
BMP10	BMP10
GKN2	GKN2
GKN1	GKN1
ANTXR1	ANTXR1
GFPT1	GFPT1
NFU1	NFU1
AAK1	AAK1
ANXA4	ANXA4
GMCL1	GMCL1
SNRNP27	SNRNP27
MXD1	MXD1
ASPRV1	ASPRV1
PCBP1-AS1	PCBP1-AS1
PCBP1	PCBP1
LINC01816	LINC01816
C2orf42	C2orf42
TIA1	TIA1
PCYOX1	PCYOX1
SNRPG	SNRPG
FAM136A	TIMCC
TGFA	TGFA
TGFA-IT1	TGFA-IT1
ADD2	ADD2
FIGLA	FIGLA
CLEC4F	CLEC4F
CD207	CD207
LINC01143	LINC01143
VAX2	VAX2
ATP6V1B1	ATP6V1B1
ANKRD53	ANKRD53
TEX261	TEX261
KRCC1	KRCC1
SMYD1	SMYD1
FABP1	FABP1
THNSL2	THNSL2
FOXI3	FOXI3
TEX37	SPMIP9
EIF2AK3	EIF2AK3
EIF2AK3-DT	EIF2AK3-DT
RPIA	RPIA
IGKC	IGKC
IGKJ5	IGKJ5
IGKJ4	IGKJ4
IGKJ3	IGKJ3
IGKJ2	IGKJ2
IGKJ1	IGKJ1
IGKV4-1	IGKV4-1
IGKV5-2	IGKV5-2
IGKV7-3	IGKV7-3
IGKV2-4	IGKV2-4
IGKV1-5	IGKV1-5
IGKV1-6	IGKV1-6
IGKV3-7	IGKV3-7
IGKV1-8	IGKV1-8
IGKV1-9	IGKV1-9
IGKV2-10	IGKV2-10
IGKV3-11	IGKV3-11
IGKV1-12	IGKV1-12
IGKV1-13	IGKV1-13
IGKV2-14	IGKV2-14
IGKV3-15	IGKV3-15
IGKV1-16	IGKV1-16
IGKV1-17	IGKV1-17
IGKV2-18	IGKV2-18
IGKV2-19	IGKV2-19
IGKV3-20	IGKV3-20
IGKV6-21	IGKV6-21
IGKV1-22	IGKV1-22
IGKV2-23	IGKV2-23
IGKV2-24	IGKV2-24
IGKV3-25	IGKV3-25
IGKV2-26	IGKV2-26
IGKV1-27	IGKV1-27
IGKV2-28	IGKV2-28
IGKV2-29	IGKV2-29
IGKV2-30	IGKV2-30
IGKV3-31	IGKV3-31
IGKV1-32	IGKV1-32
IGKV1-33	IGKV1-33
IGKV3-34	IGKV3-34
IGKV1-35	IGKV1-35
IGKV2-36	IGKV2-36
IGKV1-37	IGKV1-37
IGKV2-38	IGKV2-38
IGKV1-39	IGKV1-39
IGKV2-40	IGKV2-40
IGKV2D-40	IGKV2D-40
IGKV1D-39	IGKV1D-39
IGKV2D-38	IGKV2D-38
IGKV1D-37	IGKV1D-37
IGKV2D-36	IGKV2D-36
IGKV1D-35	IGKV1D-35
IGKV3D-34	IGKV3D-34
IGKV1D-33	IGKV1D-33
IGKV1D-32	IGKV1D-32
IGKV3D-31	IGKV3D-31
IGKV2D-30	IGKV2D-30
IGKV2D-29	IGKV2D-29
IGKV2D-28	IGKV2D-28
IGKV1D-27	IGKV1D-27
IGKV2D-26	IGKV2D-26
IGKV3D-25	IGKV3D-25
IGKV2D-24	IGKV2D-24
IGKV2D-23	IGKV2D-23
IGKV1D-22	IGKV1D-22
IGKV6D-21	IGKV6D-21
IGKV3D-20	IGKV3D-20
IGKV2D-19	IGKV2D-19
IGKV2D-18	IGKV2D-18
IGKV6D-41	IGKV6D-41
IGKV1D-17	IGKV1D-17
IGKV1D-16	IGKV1D-16
IGKV3D-15	IGKV3D-15
IGKV2D-14	IGKV2D-14
IGKV1D-13	IGKV1D-13
IGKV1D-12	IGKV1D-12
IGKV3D-11	IGKV3D-11
IGKV2D-10	IGKV2D-10
IGKV1D-42	IGKV1D-42
IGKV1D-43	IGKV1D-43
IGKV1D-8	IGKV1D-8
IGKV3D-7	IGKV3D-7
IGKV1OR2-118	IGKV1OR2-118
IGKV1OR2-1	IGKV1OR2-1
TEKT4	TEKT4
MAL	MAL
MRPS5	MRPS5
ZNF514	ZNF514
ZNF2	ZNF2
PROM2	PROM2
KCNIP3	KCNIP3
FAHD2A	FAHD2A
TRIM43B	TRIM43B
AC009237.14	LINC03052
TRIM43	TRIM43
LINC00342	LINC00342
ANKRD36C	ANKRD36C
GPAT2	GPAT2
ADRA2B	ADRA2B
ASTL	ASTL
DUSP2	DUSP2
STARD7	STARD7
STARD7-AS1	STARD7-AS1
TMEM127	TMEM127
CIAO1	CIAO1
SNRNP200	SNRNP200
ITPRIPL1	ITPRIPL1
NCAPH	NCAPH
NEURL3	NEURL3
ARID5A	ARID5A
KANSL3	KANSL3
FER1L5	FER1L5
LMAN2L	LMAN2L
CNNM4	CNNM4
CNNM3-DT	CNNM3-DT
CNNM3	CNNM3
ANKRD23	ANKRD23
ANKRD39	ANKRD39
SEMA4C	SEMA4C
FAM178B	FAM178B
IGKV2OR2-1	IGKV2OR2-1
IGKV2OR2-2	IGKV2OR2-2
IGKV1OR2-3	IGKV1OR2-3
FAHD2B	FAHD2B
ANKRD36	ANKRD36
IGKV1OR2-9	IGKV1OR2-9
IGKV2OR2-10	IGKV2OR2-10
IGKV2OR2-7D	IGKV2OR2-7D
IGKV3OR2-5	IGKV3OR2-5
IGKV1OR2-6	IGKV1OR2-6
IGKV2OR2-7	IGKV2OR2-7
IGKV2OR2-8	IGKV2OR2-8
IGKV1OR2-11	IGKV1OR2-11
AC092683.1	APPAT
ANKRD36B	ANKRD36B
COX5B	COX5B
ACTR1B	ACTR1B
C2orf92	C2orf92
ZAP70	ZAP70
TMEM131	TMEM131
VWA3B	VWA3B
CNGA3	CNGA3
INPP4A	INPP4A
COA5	COA5
UNC50	UNC50
MGAT4A	MGAT4A
LINC02611	LINC02611
KIAA1211L	CRACDL
TSGA10	TSGA10
C2orf15	C2orf15
LIPT1	LIPT1
MITD1	MITD1
MRPL30	MRPL30
LYG2	LYG2
LYG1	LYG1
TXNDC9	TXNDC9
EIF5B	EIF5B
REV1	REV1
AFF3	AFF3
LINC01104	LINC01104
LONRF2	LONRF2
CHST10	CHST10
NMS	NMS
PDCL3	PDCL3
LINC01849	LINC01849
LINC01868	LINC01868
NPAS2	NPAS2
RPL31	RPL31
TBC1D8	TBC1D8
TBC1D8-AS1	TBC1D8-AS1
CNOT11	CNOT11
RNF149	RNF149
CREG2	CREG2
RFX8	RFX8
LINC01870	LINC01870
MAP4K4	MAP4K4
LINC01127	LINC01127
IL1R2	IL1R2
IL1R1	IL1R1
IL1R1-AS1	IL1R1-AS1
IL1RL2	IL1RL2
IL1RL1	IL1RL1
IL18R1	IL18R1
IL18RAP	IL18RAP
SLC9A4	SLC9A4
SLC9A2	SLC9A2
MFSD9	SLC67A2
TMEM182	TMEM182
LINC01796	LINC01796
LINC01935	LINC01935
LINC01965	LINC01965
LINC01831	LINC01831
LINC01102	LINC01102
LINC01103	LINC01103
PANTR1	PANTR1
LINC01114	PANTR1
POU3F3	POU3F3
LINC01159	LINC01159
MRPS9	MRPS9
LINC01918	LINC01918
GPR45	GPR45
TGFBRAP1	TGFBRAP1
AC012360.1	TGFBRAP1-AS1
C2orf49	C2orf49
FHL2	FHL2
NCK2	NCK2
ECRG4	ECRG4
UXS1	UXS1
RGPD3	RGPD3
CD8B2	CD8B2
ST6GAL2	ST6GAL2
ST6GAL2-IT1	ST6GAL2-IT1
LINC01789	LINC01789
LINC01885	LINC01885
LINC01886	LINC01886
GACAT1	GACAT1
RGPD4-AS1	RGPD4-DT
RGPD4	RGPD4
SLC5A7	SLC5A7
LINC01593	LINC01593
LINC01594	LINC01594
SULT1C3	SULT1C3
SULT1C2	SULT1C2
SULT1C4	SULT1C4
GCC2	GCC2
GCC2-AS1	GCC2-AS1
POLR2D	POLR2D
SAP130	SAP130
UGGT1	UGGT1
LINC01854	LINC01854
LINC02572	LINC02572
LINC01856	LINC01856
RAB6C	RAB6C
POTEF	POTEF
CCDC74B	CCDC74B
SMPD4	SMPD4
MZT2B	MZT2B
TUBA3E	TUBA3E
CCDC115	VMA22
IMP4	IMP4
PTPN18	PTPN18
POTEI	POTEI
CFC1B	CFC1B
CFC1	CFC1
POTEJ	POTEJ
GPR148	GPR148
AMER3	AMER3
ARHGEF4	ARHGEF4
SMIM39	SMIM39
FAM168B	FAM168B
PLEKHB2	PLEKHB2
POTEE	POTEE
RAB6D	RAB6D
LINC01120	LINC01120
MZT2A	MZT2A
TUBA3D	TUBA3D
CCDC74A	CCDC74A
LINC01087	LINC01087
C2orf27A	LINC03124
LINC01945	LINC01945
ANKRD30BL	ANKRD30BL
GPR39	GPR39
LYPD1	LYPD1
NCKAP5	NCKAP5
NCKAP5-AS1	NCKAP5-AS1
NCKAP5-AS2	NCKAP5-AS2
NCKAP5-IT1	NCKAP5-IT1
MGAT5	MGAT5
TMEM163	TMEM163
CCNT2-AS1	CCNT2-AS1
ACMSD	ACMSD
CCNT2	CCNT2
MAP3K19	MAP3K19
RAB3GAP1	RAB3GAP1
ZRANB3	ZRANB3
R3HDM1	R3HDM1
UBXN4	UBXN4
LCT	LCT
MCM6	MCM6
DARS	DARS1-AS1
DARS-AS1	DARS1-AS1
CXCR4	CXCR4
THSD7B	THSD7B
HNMT	HNMT
LINC01832	LINC01832
SPOPL	SPOPL
LINC02631	LINC02631
NXPH2	NXPH2
LINC01853	LINC01853
LRP1B	LRP1B
KYNU	KYNU
ARHGAP15	ARHGAP15
GTDC1	QTMAN-AS1
ZEB2	ZEB2
ZEB2-AS1	ZEB2-AS1
LINC01412	LINC01412
TEX41	TEX41
LINC01966	LINC01966
LINC01911	LINC01911
ACVR2A	ACVR2A
ORC4	ORC4
MBD5	MBD5
EPC2	EPC2
KIF5C	KIF5C
LYPD6B	LYPD6B
LYPD6	LYPD6
MMADHC	MMADHC
LINC01931	LINC01931
LINC01818	LINC01818
LINC01817	LINC01817
RND3	RND3
LINC01920	LINC01920
LINC02612	LINC02612
RBM43	RBM43
NMI	NMI
TNFAIP6	TNFAIP6
RIF1	RIF1
NEB	NEB
ARL5A	ARL5A
CACNB4	CACNB4
STAM2	STAM2
FMNL2	FMNL2
PRPF40A	PRPF40A
ARL6IP6	ARL6IP6
LINC01850	LINC01850
RPRM	RPRM
GALNT13	GALNT13
AC009227.1	GALNT13-AS1
KCNJ3	KCNJ3
LINC01876	LINC01876
NR4A2	NR4A2
GPD2	GPD2
LINC01958	LINC01958
GALNT5	GALNT5
ERMN	ERMN
CYTIP	CYTIP
